ticker,sector,industry,marketCap,enterpriseValue,ebitda,netIncomeToCommon,freeCashflow,bookValue,sharesOutstanding,totalDebt,totalCash,totalAssets,grossProfits,operatingCashflow,returnOnAssets,returnOnEquity,operatingMargins,grossMargins,currentRatio,debtToEquity,totalRevenue,revenueGrowth,earningsGrowth,interestExpense,enterprise_value,book_value_total,net_debt,ebitda_yield,earnings_yield,fcf_yield,book_yield,gp_a,fcf_ni,revenue_cagr_3y,fcf_cagr_3y,revenue_trend_ols,fcf_trend_ols,delta_gross_margin,asset_growth,share_dilution,dn_ebitda,interest_coverage,cfo_debt,roce,country,currency
FOX,Communication Services,Entertainment,25950705664.0,29807970304.0,3548999936.0,1711000064.0,1406499968.0,26.068,220705117.0,7574000128.0,3600999936.0,23195000000.0,5968999936.0,2616000000.0,0.08713,0.152,0.21357,0.36843,2.896,0.67867,16200999936.0,-0.086,-0.493,,29807970304.0,11962000000.0,3973000192.0,0.119062113247065,0.065932698946741,0.0541989102805462,0.4609508563998022,0.2573399411942229,0.8220338488543738,0.0526620230787713,0.2381074622807049,0.0408673753950682,0.2290889717634523,,0.0556617513198616,-0.0324570087214693,1.1194703476038608,8.595533498759306,0.3453921251372865,0.1706572076066607,United States,USD
APA.AX,Utilities,Utilities - Regulated Gas,14309753856.0,26929160192.0,1960000000.0,162000000.0,204500000.0,2.108,1323751413.0,13223999488.0,170000000.0,19937000000.0,3102000128.0,1196000000.0,0.030869998,0.06848,0.34139,0.97028,0.989,4.77056,3196999936.0,-0.004,3.426,,26929160192.0,1920000000.0,13053999488.0,0.0727835545566797,0.011320949446805,0.0142909516164915,0.1341742156658379,0.1555901152630787,1.2623456790123455,0.0556051402342006,,0.0550925198693641,,0.0,0.0191177222307417,0.016468252449415,6.660203820408163,1.351851851851852,0.0904416247962879,0.0498607681395471,Australia,AUD
MOWI.OL,Consumer Defensive,Farm Products,99974299648.0,103750041600.0,1048300032.0,847100032.0,110712496.0,92.63015,527290596.0,3540400128.0,222500000.0,10228500000.0,2762099968.0,859699968.0,0.054629996,0.19492,0.14472,0.46732,3.146,0.7501000000000001,5910499840.0,0.141,4.8,,103750041600.0,4371100000.0,3317900128.0,0.0101040926425999,0.0084731779565604,0.001107409568157,0.0437222367687518,0.2700395921200567,0.1306958940121962,0.0504856904435802,0.1690874168208009,0.0449578802903787,0.1033254401317821,-0.066514145413274,0.1956585268916502,0.0196853348867738,3.1650291202127905,7.403076923076923,0.2428256515982139,0.1098931214031241,Norway,NOK
MKS.L,Consumer Cyclical,Department Stores,7461248512.0,10038779904.0,807299968.0,259400000.0,246175008.0,1.488,2054874278.0,3427800064.0,1004200000.0,10114800000.0,5313500160.0,1176000000.0,0.03023,0.07802,0.025020001,0.30761,0.865,1.06358,17273600000.0,0.272,17.6,,10038779904.0,3056100000.0,2423600064.0,0.0804181360404492,0.034766299444765,0.0329938089589261,0.4095963289635567,0.5253193498635662,0.9490169930609098,0.1312667717150273,-0.039581300535997,0.1198934033513016,-0.0391148577449947,-0.0259682776002345,0.1466207177998957,0.0050157785847205,3.0021059829894603,2.8745501285347044,0.3430771859627341,0.0785506554083482,United Kingdom,GBP
TEL.OL,Communication Services,Telecom Services,204713443328.0,258219393024.0,26548000768.0,16803999744.0,7121375232.0,55.385,1367491331.0,97067999232.0,47616999424.0,221651000000.0,49761001472.0,29393000448.0,0.051680002,0.22508,0.22663,0.65228,1.57,1.19873,76288000000.0,-0.014,2.74,,258219393024.0,70473000000.0,49450999808.0,0.1028118006827338,0.0820854726041414,0.034787042395598,0.3442519399524015,0.2245015879558405,0.4237904868180412,-0.0014285609674791,-0.0106531385534298,-0.0076957887795606,0.0101299715512913,0.0065154770640153,-0.0312795007167581,0.0,1.8627014606541088,5.993703148425787,0.3028083475559073,0.1139844667723504,Norway,NOK
PSON.L,Communication Services,Publishing,6892769792.0,8463182336.0,586000000.0,335000000.0,863750016.0,5.744,600415469.0,1484000000.0,333000000.0,6458000000.0,1860000000.0,656000000.0,0.047280002,0.08708999,0.13962,0.51999,1.998,0.40513,3576999936.0,0.032,-0.357,,8463182336.0,3648000000.0,1151000000.0,0.0692410935668159,0.0486016521817997,0.1253124711930028,0.5292502303259862,0.2880148652833694,2.578358256716418,-0.0234566108920833,0.3461255783223751,-0.0249658563234089,0.251037851037851,0.0526626003138306,-0.062971561230412,-0.0457024738260573,1.9641638225255973,7.093333333333334,0.4420485175202156,0.100434208042288,United Kingdom,GBP
BVI.PA,Industrials,Consulting Services,11128785920.0,12894782464.0,1229600000.0,588000000.0,924249984.0,3.857,444085616.0,3085400064.0,1368499968.0,7063400000.0,1945500032.0,1006700032.0,0.09315,0.32172,0.18412,0.29119,1.526,1.75987,6681299968.0,0.018,-0.192,,12894782464.0,1711000000.0,1716900096.0,0.0953563973206085,0.0528359521179467,0.0830503875844167,0.153745432098311,0.2754339315343885,1.5718537142857143,0.045978281185717,0.0684651066461907,0.0465703777393429,0.0857559552746718,0.0092104023935403,-0.0182768349803332,-8.397706681874863e-05,1.396307820429408,10.176100628930818,0.326278606053727,0.1997777503395481,France,EUR
ATRL.TO,Industrials,Engineering & Construction,13229398016.0,13297716224.0,959387008.0,2651982080.0,562041280.0,32.997,162583235.0,1338994048.0,1105299968.0,12525371000.0,998428992.0,519238016.0,0.03889,0.56969,0.05896,0.08716,1.062,0.24445,11454781440.0,0.178,0.436,,13297716224.0,5496671000.0,233694080.0,0.0721467500012128,0.200461281518072,0.042484267184361,0.415489124550654,0.0797125284352854,0.2119325331187758,0.1337953349762546,,0.1236708601027417,0.8906423959882839,0.0336731946640564,0.1096837393134641,-0.0591622287882195,0.2435868716704573,27.80929194562792,0.3877821688420231,0.4293456619236022,Canada,CAD
SKF-B.ST,Industrials,Tools & Accessories,107882110976.0,117088059392.0,9694999552.0,3758000128.0,4795250176.0,125.042,426432748.0,15504000000.0,8386999808.0,106422000000.0,24351000576.0,6968999936.0,0.03838,0.068280004,0.12083,0.27211002,2.089,0.26201,89489997824.0,-0.087,-0.095,,117088059392.0,53558000000.0,7117000192.0,0.082800924384117,0.0348343214088202,0.0444489835489664,0.4964493141213633,0.2288154758978406,1.2760111795291562,-0.0187468350066027,1.2015526744252356,-0.0216905852183095,0.2157166515305305,0.0153680978007059,-0.108790500196796,0.0,0.734089790703685,8.123059866962306,0.4494968998968008,0.0908324552160168,Sweden,SEK
GALP.LS,Energy,Oil & Gas Integrated,15868167168.0,17524545536.0,2667000064.0,647000000.0,1612375040.0,5.681,748024974.0,4361999872.0,1832999936.0,15329000000.0,6013000192.0,2056000000.0,0.0856,0.16070999,0.14714,0.30466998,1.393,0.8731,19736000512.0,0.048,,,17524545536.0,4419000000.0,2528999936.0,0.1521865464939609,0.0407734550027145,0.1016106663693045,0.2784820674760363,0.3922630433818252,2.492078887171561,-0.1008998891404305,0.6150218328741723,-0.0970449533502968,0.1772253408179631,0.0213225531311124,-0.0884818933222334,-0.0208884593510706,0.9482564211891972,14.736486486486486,0.4713434342805959,0.1877259425030125,Portugal,EUR
RXL.PA,Technology,Electronics & Computer Distribution,10504374272.0,14534253568.0,1164999936.0,588899968.0,573312512.0,18.397,293500263.0,5110400000.0,1037500032.0,14366600000.0,4867700224.0,795800000.0,0.0475,0.10777,0.05787,0.25072,1.688,0.94537,19414599680.0,-0.002,,,14534253568.0,5394200000.0,4072899968.0,0.0801554706988857,0.0560623558101643,0.0545784543804952,0.5135194025196287,0.3388206133671154,0.9735312330667336,0.0125501937888938,-0.0282591937453504,0.0118639506966269,-0.0296845240156525,-0.009323692761942,-0.0028872447633986,-0.0071657546467457,3.4960516667358856,4.783035714285714,0.1557216656230432,0.1049044854157895,France,EUR
C6L.SI,Industrials,Airlines,21741103104.0,22730045440.0,4342300160.0,1184000000.0,326862496.0,5.478,3150884285.0,10649400320.0,10242299904.0,43412700000.0,6978200064.0,5103000064.0,0.03426,0.072459996,0.14454001,0.34004003,0.968,0.60214,20522000384.0,0.08,-0.535,,22730045440.0,17261700000.0,407100416.0,0.1910379005383985,0.0544590582334418,0.0150343105608041,0.7939661533008477,0.160740982799964,0.2760662972972973,0.0490712537621187,-0.3186463633250436,0.045641014296812,-0.3951104911533661,-0.0173402083295497,0.0075638014426692,0.0601140813231717,0.093752251341372,6.096093257718967,0.479181917353258,0.0655396204941299,Singapore,SGD
EVO.ST,Consumer Cyclical,Gambling,142152679424.0,143031287808.0,1257771008.0,1059358976.0,851060352.0,21.582,197160455.0,88399000.0,1097950976.0,5521787000.0,2058635008.0,1239723008.0,0.12939,0.24971001,0.57035,1.0,1.767,2.056,2058635008.0,-0.015,0.017,,143031287808.0,4076449000.0,-1009551976.0,0.0087936774343274,0.0074522617532958,0.0059869455535307,0.0286765540861958,0.3728204307772103,0.8033729559865456,0.1236236930080709,0.1280462225187078,0.1134138654452297,0.1072235768007365,,0.0327328339416754,-0.0347964429599053,-0.8026516508798397,225.8645138011907,14.024174572110544,0.2931737196084763,Sweden,SEK
7186.T,Financial Services,Banks - Regional,1852277260288.0,378620149760.0,,106523000832.0,,1263.052,1111477483.0,2535513128960.0,4051443908608.0,24793138000000.0,387982000128.0,-121703997440.0,0.00428,0.07964,0.30902,0.0,,1.9690201303872088,387982000128.0,0.165,0.095,,378620149760.0,1287703000000.0,-1515930779648.0,0.0,0.0575092094017487,0.0,0.6951999182885733,0.015648765401459,0.0,0.0588051518635204,-0.3357819891047712,0.0594367497773112,-0.48523325245959,,0.0168743687891974,-0.0280227155358992,,,-0.0479997504449601,,Japan,JPY
4684.T,Technology,Software - Application,1715893043200.0,1506881830912.0,91519000576.0,75191001088.0,59023998976.0,1190.794,432650790.0,0.0,207385001984.0,500375000000.0,105665003520.0,73745997824.0,0.099209994,0.15832,0.67586,0.78149,6.538,0.0,135209000960.0,0.114,0.206,,1506881830912.0,433850000000.0,-207385001984.0,0.0607340261847941,0.0438203309850682,0.0343984138229997,0.2528420997563492,0.2111716283187609,0.7849875400238533,0.1065722854940334,0.1788099520831394,0.1010384095551668,0.1412642207476617,0.0189862653396684,0.0826761005268681,0.0,-2.266032197453703,,,0.1669108565100728,Japan,JPY
H,Consumer Cyclical,Lodging,18333736960.0,22116026368.0,850000000.0,-34000000.0,351124992.0,34.289,41030133.0,4513999872.0,671000000.0,14036000000.0,1464000000.0,326000000.0,0.023699999,-0.00875,0.16687,0.42521,0.604,1.27119,3443000064.0,-0.035,1.105,,22116026368.0,3334000000.0,3842999872.0,0.0384336673259658,0.0,0.0191518506437653,0.1818505418330164,0.1043032202906811,,0.064249602496325,-0.3046897026791282,0.0549055384498422,-0.2548025928108426,-0.021342445785093,0.053437406184329,-0.0160212419057784,4.52117632,1.2555205047318612,0.0722197627922307,0.0357206964638305,United States,USD
EPI-B.ST,Industrials,Farm & Heavy Construction Machinery,297776578560.0,280673648640.0,14170999808.0,8505999872.0,6956125184.0,37.942,389972849.0,19843999744.0,9214000128.0,80377000000.0,21934000128.0,9742999552.0,0.0932,0.19252001,0.19830999,0.36068,2.432,0.4322,60813000704.0,-0.076,-0.044,,280673648640.0,42261000000.0,10629999616.0,0.0504892421382105,0.0285650399810947,0.0233602159633867,0.1419218402077404,0.2728890121303358,0.8177904171969402,0.0765261275191739,0.2407771895959389,0.0681941444327976,0.2280604017006304,-0.0121619195764735,-0.0384261086985129,0.0,0.7501234747035288,14.769607843137257,0.4909796249592211,0.1968605543849332,Sweden,SEK
XRO.AX,Technology,Software - Application,12844806144.0,13293892608.0,393052992.0,167420000.0,221124368.0,26.38237,173414414.0,2124988032.0,1934142976.0,7585563709.1394,2308621056.0,933147008.0,0.03381,0.044060003,0.114779994,0.83856004,1.094,0.39325,2753081088.0,0.408,,,13293892608.0,4506054869.9132,190845056.0,0.0295664335187624,0.0130340620265572,0.0172150802060403,0.350807541927602,0.3043440335513204,1.3207762991279417,0.2055248931796662,,0.1859101537114811,,-0.1614409456169323,0.8701993831698546,0.1105692539082083,0.4855453587286266,3.04513631794092,0.439130476947552,0.0773298511676735,Australia,AUD
HOT.DE,Industrials,Engineering & Construction,36311601152.0,36723306496.0,1424765056.0,804569984.0,1459335552.0,20.466,75241605.0,8522788864.0,6636641792.0,24419523000.0,9588267008.0,2325661952.0,0.025220001,0.641,0.039,0.24767,1.135,5.325950000000001,38713122816.0,0.053,-0.318,,36723306496.0,1267946000.0,1886147072.0,0.0387972977366618,0.0221573810703658,0.0401892372052456,0.0349184822418706,0.3926475962695913,1.813808097519084,0.1340147413761347,0.2317056615979416,0.1325650183862862,0.2116039475276207,0.0098012525605779,-0.0095481102745734,0.0,1.3238302441915026,3.960331192857053,0.27287569704132,0.1812588215597526,Germany,EUR
CNH,Industrials,Farm & Heavy Construction Machinery,12597898240.0,37626695680.0,1082000000.0,386000000.0,247250000.0,6.268,1239950537.0,26257000448.0,1348999936.0,42747000000.0,3344000000.0,2411000064.0,0.00945,0.0484,0.026919998,0.18482,4.899,3.33719,18093000704.0,-0.001,-0.944,,37626695680.0,7730000000.0,24908000512.0,0.0287561791022516,0.0306400315867291,0.0196262896627429,0.6135944149363124,0.0782277118862142,0.6405440414507773,-0.08409644436874,,-0.0984994603627754,0.8998597475455821,0.0285538504744085,-0.0043323317727622,0.0,23.02033319038817,1.418353576248313,0.0918231337495995,0.0733887298373018,United States,USD
G1A.DE,Industrials,Specialty Industrial Machinery,8937811968.0,8724988928.0,715356992.0,416977984.0,274815616.0,15.959,162801664.0,251400000.0,415686016.0,6087950000.0,2069687040.0,624833024.0,0.06436,0.16649,0.106520005,0.37562,1.106,9.675,5510055936.0,0.012,0.066,,8724988928.0,2453007000.0,-164286016.0,0.0819894441016762,0.0466532508731336,0.0307475271334775,0.2744527417652651,0.3399645266469008,0.659065050302512,0.0208999557644693,0.2152093710169096,0.0193993108587978,0.2106838374250703,0.0404619925612257,0.0092479234238453,-0.0552971189015265,-0.22965598692296,13.313998549373125,2.485413778838504,0.1858518003817317,Germany,EUR
HEIO.AS,Consumer Defensive,Beverages - Brewers,17740527616.0,43832729600.0,5610999808.0,952000000.0,2195749888.0,31.047,276332238.0,19278999552.0,4816000000.0,53474000000.0,10625000448.0,5011999744.0,0.044439998,0.100760005,0.14019,0.36953,0.929,0.94807,28753000448.0,-0.028,0.059,,43832729600.0,8630000000.0,14462999552.0,0.1280093633046297,0.0536624400697869,0.1237702697195812,0.4864567834057365,0.1986947011257807,2.3064599663865546,0.0003944727816875,0.0164937314424673,-0.0014924992563001,0.0671656888529233,0.0060877673725789,-1.8700327255726977e-05,0.0,2.577615406683685,5.650621118012422,0.2599719830109159,0.0920287289464367,Netherlands,EUR
UNI.MI,Financial Services,Insurance - Property & Casualty,16696498176.0,20070653952.0,2951000064.0,1492999936.0,,13.903,717203493.0,5008000000.0,1798000000.0,90416000000.0,2128000000.0,,,0.1436820263689731,0.127,0.19490999,,0.46738,10917999616.0,-0.021,0.122,,20070653952.0,10391000000.0,3210000000.0,0.1470305885925525,0.0894199442459185,0.0,0.6223460686466762,0.0235356574057688,0.0,0.110991727914087,0.6484599049689348,0.0965802604356821,0.6354326074161272,,0.0837998201977824,0.0,1.0877668351009564,6.90863890615289,0.0,,Italy,EUR
H78.SI,Real Estate,Real Estate - Development,15421788160.0,19279200256.0,322200000.0,1263399936.0,-1743887488.0,14.266,2144894026.0,6144600064.0,2552000000.0,40057400000.0,494800000.0,584400000.0,0.0049,0.04164,0.021949999,0.34164003,3.704,19.929,1448300032.0,-0.323,,,19279200256.0,30798400000.0,3592600064.0,0.0167123114922635,0.0819230508740174,0.0,1.9970706172636208,0.0123522744861124,-1.3803131045908177,-0.1358560569971286,-0.1805714603132108,-0.1183430382936955,-0.1763491200936337,-0.1131344071890626,0.0257346539521258,-0.0216406361241167,11.150217454996897,8.070761670761671,0.0951078986285672,0.0429693427448682,Hong Kong,USD
UAL,Industrials,Airlines,33953239040.0,50163277824.0,7885000192.0,3664999936.0,1647000064.0,48.909,324569728.0,30971000832.0,14167000064.0,76448000000.0,20433999872.0,9520000000.0,0.041360002,0.25726998,0.043470003,0.33795,0.698,1.95081,60465000448.0,0.106,0.845,,50163277824.0,15282000000.0,16804000768.0,0.1571867017874083,0.1079425715962561,0.0485078923415726,0.450089606531984,0.2672927986605274,0.449386109893782,0.0952913460103681,0.2704417524155249,0.0850836805474732,0.4063845958956169,0.0511130169727314,0.0319236531997894,-0.0135074476767475,2.131135112089037,4.689802913453299,0.3073843190163781,0.1087747192686077,United States,USD
BCP.LS,Financial Services,Banks - Regional,13547260928.0,18850498560.0,,1048473024.0,,0.518,14808986797.0,7429236224.0,3688508928.0,109332927000.0,3665911040.0,1171954944.0,0.0115,0.1359,0.58988,0.0,,0.9508521719542724,3687106048.0,0.111,0.291,,18850498560.0,7813240000.0,3740727296.0,0.0,0.0773937277485351,0.0,0.5767394635362264,0.0335297987586118,0.0,0.0832442783424889,,0.0652110830531591,,,0.0703844867346659,-0.0204686428919494,,,0.1577490483091684,,Portugal,EUR
STN.TO,Industrials,Engineering & Construction,11430652928.0,13590232064.0,979699968.0,490100000.0,739174976.0,29.591,114066995.0,2588000000.0,357700000.0,7956900000.0,3599600128.0,759900032.0,0.06628,0.15281,0.10913,0.54243,1.346,0.76672,6636100096.0,0.091,0.105,,13590232064.0,3240400000.0,2230300000.0,0.0720885385463863,0.042875940953423,0.0646660326978655,0.2834833688338542,0.4523872523218841,1.5082125607018977,0.1278155512841268,0.5107561005687655,0.1211668645012769,0.3641133803179175,0.0075236231992664,0.1438737223444171,0.0,2.276513292690033,6.473501303214596,0.2936244327666151,0.130928324166652,Canada,CAD
NTGY.MC,Utilities,Utilities - Regulated Gas,27347138560.0,41621970944.0,5011250176.0,2047000064.0,,8.638,926393571.0,16999999488.0,4745999872.0,39101000000.0,7663000064.0,,,0.22013001,0.17918,0.40171,1.133,1.67752,19075999744.0,-0.069,,,41621970944.0,9342000000.0,12253999616.0,0.1203991560789457,0.0748524405765105,0.0,0.3416079521264545,0.1959796441011738,0.0,-0.1695122986229793,-0.0239205322920992,-0.196759842189205,-0.0513156458128616,0.1831113127891831,-0.0424870212557547,0.0,2.445297916812685,5.44475138121547,0.0,0.1268217353537303,Spain,EUR
ADDT-B.ST,Industrials,Industrial Distribution,86441336832.0,93195255808.0,3580999936.0,2147000064.0,2003250048.0,28.919,257096058.0,7148000256.0,1490000000.0,21310000000.0,7560000000.0,2996000000.0,0.09495,0.28601,0.14715,0.333,1.494,0.8547199999999999,22702999552.0,0.019,0.137,,93195255808.0,7807000000.0,5658000256.0,0.0384247020403865,0.0248376545607193,0.0231746768550484,0.090315586108681,0.3547630220553731,0.9330461053959244,0.066527868259359,0.1567714325762068,0.0660515186466743,0.1302561930976074,0.0325254031560061,0.1510830227407767,0.0,1.5800056847585489,11.383763837638377,0.4191382054701482,0.203402123030263,Sweden,SEK
SOBI.ST,Healthcare,Drug Manufacturers - Specialty & Generic,151890640896.0,168569651200.0,11667000320.0,921000000.0,4126749952.0,116.749,345845189.0,19061000192.0,940000000.0,67434000000.0,22783000576.0,7395999744.0,0.07035,0.023139998,0.26587,0.78679,0.705,0.47201,28956999680.0,0.111,0.496,,168569651200.0,37717000000.0,18121000192.0,0.0692117485973655,0.00606357307183,0.0271692181141404,0.2483168138438822,0.3378562828246878,4.480727418023887,0.1454313126970723,0.204237287971319,0.1355271176112126,0.3529587790828158,0.0327739719869891,-0.1061714649276284,0.0039685050717507,1.55318416859356,1.0423940149625934,0.388017400424986,0.0162756740971478,Sweden,SEK
FRES.L,Basic Materials,Other Precious Metals & Mining,21008836608.0,19316688896.0,2581615104.0,1383987968.0,1788570752.0,4.715262,736893589.0,850972992.0,2756475904.0,7279268000.0,2657953024.0,2289707008.0,0.19896,0.33900002,0.54654,0.58273,4.346,16.769,4561230848.0,0.307,14.901,,19316688896.0,4632894000.0,-1905502912.0,0.1336468748810562,0.0658764687366357,0.0851342121114372,0.2205212066924177,0.3651401520042949,1.2923311425782569,0.2330496979080938,,0.2175262047644034,0.9338741720626366,0.3637639161174896,0.2378743288362913,0.0,-0.7381049595842464,34.012748549139,2.690692923894816,0.3379861455567397,United Kingdom,GBP
UHR.SW,Consumer Cyclical,Luxury Goods,10638387200.0,9277806592.0,515000000.0,3000000.0,248875008.0,222.344,28936000.0,38000000.0,1228999936.0,13376000000.0,5161999872.0,507000000.0,0.00617,0.00209,0.0208,0.82197,9.763,0.326,6280000000.0,-0.021,,,9277806592.0,11561000000.0,-1190999936.0,0.0555088096408552,0.0002819976321222,0.0233940543168047,1.0867248749885696,0.3859150622009569,82.958336,-0.0574188217625044,-0.4502236646904791,-0.0677417083303992,-0.4564826700898587,-0.0104780425075785,-0.0440251572327044,0.0,-2.312621234951456,40.5,13.342105263157896,0.0130718954248366,Switzerland,CHF
CCL-B.TO,Consumer Cyclical,Packaging & Containers,14442724352.0,15668791296.0,1558099968.0,799900032.0,986700032.0,32.492,160112031.0,2376399872.0,999100032.0,10101500000.0,2309400064.0,1287699968.0,0.06944,0.14453,0.1525,0.29931,1.388,0.4235,7715700224.0,0.028,0.007,,15668791296.0,5640400000.0,1377299840.0,0.0994397039673225,0.0553842898683607,0.0683181377662562,0.3905357370625805,0.2286195182893629,1.2335291818065586,0.0628971706060974,0.1652318760764819,0.0635662798937746,0.1587525466227864,0.0308689244419351,0.0245864226957835,-0.0201628498806599,0.883961150302777,10.723021582733812,0.5418700712671979,0.1523853339978785,Canada,CAD
4188.T,Basic Materials,Specialty Chemicals,1407455199232.0,3306957045760.0,303490007040.0,-82950995968.0,112535248896.0,1296.734,1358547433.0,1890521055232.0,621607976960.0,5894619000000.0,1071101968384.0,436287012864.0,0.00343,-0.00696,-0.083859995,0.28917998,1.496,0.78293,3703988027392.0,-0.101,,,3306957045760.0,1740570000000.0,1268913078272.0,0.0917731929506367,0.0,0.0799565406823653,1.2366787951401716,0.1817084307542184,,0.0348506636483167,,0.0239928949058844,0.4298592949496432,,-0.0343834143690086,0.0,4.181070377400457,3.74055685889392,0.230776066554022,0.0468048299893889,Japan,JPY
GRAB,Technology,Software - Application,13070412800.0,8864300032.0,316000000.0,380000000.0,329500000.0,1.593,3964000000.0,1948000000.0,6474999808.0,11983000000.0,1427000064.0,-53000000.0,0.00732,0.04768,0.02723,0.40175,1.67,0.29813,3552000000.0,0.235,,,8864300032.0,6728000000.0,-4526999808.0,0.0356486128469528,0.0290732975166629,0.0252096092940538,0.5147503834002856,0.1190853762830676,0.8671052631578947,0.3298252356588238,,0.2509890551260166,0.7776038531005418,0.3783140513665796,0.2891877353415815,0.0046662990336019,-14.32594875949367,4.788732394366197,-0.0272073921971252,0.0462207721587819,Singapore,USD
ERF.PA,Healthcare,Diagnostics & Research,11383864320.0,15230673920.0,1455200000.0,416100000.0,492524992.0,20.053,174706324.0,4432000000.0,794200000.0,10985400000.0,1640899968.0,1398899968.0,0.055069998,0.094969995,0.13254,0.22489999,1.092,0.96838,7296099840.0,0.043,0.289,,15230673920.0,4543300000.0,3637800000.0,0.095544032236756,0.0365517357114811,0.0432651846644637,0.3990999780292532,0.1493709803921568,1.1836697716894975,0.0281996535507469,0.0581631647279656,0.0318616281693831,0.1021013704589949,0.0129884038887936,0.0089085632416149,-0.0560582271899535,2.4998625618471686,5.163590070019096,0.315636274368231,0.0948128754762851,France,EUR
FME.DE,Healthcare,Medical Care Facilities,10422993920.0,21196296192.0,2592198912.0,944675008.0,1672323840.0,49.028,268564630.0,11044191232.0,1239144960.0,31002333000.0,5024442880.0,2745061888.0,0.03629,0.07852,0.081429996,0.25955,1.205,0.7775,19358294016.0,-0.055,-0.171,,21196296192.0,13309832000.0,9805046272.0,0.1222948994729729,0.0906337483501093,0.1604456313450483,1.2769682206626485,0.1620666057615728,1.770263662992977,0.003929699941064,0.069478115482946,0.0029354028704823,0.0414793424339021,0.0039393911653461,-0.0763928310954774,0.0,3.7825207882812353,4.933929746702081,0.2485525495109427,0.0766098226659444,Germany,EUR
EFN.TO,Industrials,Rental & Leasing Services,10315600896.0,19679672320.0,1181336960.0,295420992.0,714889984.0,9.476828,395992360.0,9666905088.0,306793984.0,13884069000.0,2041252992.0,260792992.0,0.05353,0.109069996,0.45218,0.84731,4.913,3.58528,2409103872.0,0.164,0.191,,19679672320.0,2720267000.0,9360111104.0,0.0600282840481766,0.0286382727461425,0.0693018265448023,0.2637041726822542,0.1470212364977443,2.41990245567925,0.1712374156211515,,0.148286052331407,-0.040624187287522,-0.0382000812842253,0.0931723208632207,-0.0132312610731445,7.923320289581052,,0.0269779199884495,0.0418934196213407,Canada,CAD
GFL.TO,Industrials,Waste Management,18607149056.0,26932137984.0,1658700032.0,210600000.0,33625000.0,20.296,349158325.0,9893099520.0,1436199936.0,19295200000.0,1387299968.0,1310300032.0,0.01329,0.02994,0.03224,0.20707001,1.51,1.32582,6699599872.0,0.054,,,26932137984.0,7302800000.0,8456899584.0,0.0615881306187206,0.0113182303944671,0.0018071011254224,0.3924728059103263,0.0718987089016957,0.1596628679962013,-0.0072202533267744,-0.1920924136913557,-0.026826480217524,-0.0205260888313928,0.0887033027696359,-0.0901666399464337,-0.0901414276436496,5.098510532855648,1.4973695747479177,0.1324458557554265,0.0394917125794199,Canada,CAD
SKA-B.ST,Industrials,Engineering & Construction,97805795328.0,96753975296.0,8234999808.0,5745999872.0,5566499840.0,140.729,394562278.0,16801000448.0,17973000192.0,158292000000.0,14920999936.0,6114999808.0,0.02454,0.0968,0.03514,0.086619996,1.46,0.28731,172262998016.0,-0.1,0.037,,96753975296.0,61760000000.0,-1171999744.0,0.085112779943218,0.0587490736385334,0.0569138037406911,0.6314554244243158,0.0942625018067874,0.968760870866932,0.0268195209930841,,0.0291244379873032,0.7280708509819022,-0.0187840649077485,-0.0754349997371602,0.0,-0.1423193407802445,20.803814713896458,0.3639664094365245,0.0991365318444458,Sweden,SEK
MAERSK-B.CO,Industrials,Marine Shipping,267504812032.0,265645096960.0,5208999936.0,1616000000.0,2642249984.0,23922.041,4933827.0,17508999168.0,18428000256.0,88352000000.0,8579999744.0,8033999872.0,0.01396,0.03238,0.01565,0.15996,1.976,0.31709,53637001216.0,-0.026,-0.946,,265645096960.0,55581000000.0,-919001088.0,0.0196088691099928,0.0060410128241232,0.0098773923501754,0.2077757015950471,0.0971115508873596,1.6350556831683167,-0.1283776163836056,-0.4529723481697488,-0.12923193866085,-0.6175292394645104,-0.3135928033542202,0.0074688985940226,0.0,-0.1764256285834594,4.477955911823647,0.4588497489155858,0.0604597048040369,Denmark,DKK
YAR.OL,Basic Materials,Agricultural Inputs,122064527360.0,122767572992.0,2744000000.0,1400000000.0,2263249920.0,331.85086,254725627.0,4270000128.0,1218000000.0,17138000000.0,4695000064.0,2088999936.0,0.06888,0.16863,0.13633001,0.2894,1.793,0.46846,16222999552.0,0.166,0.109,,122767572992.0,8724000000.0,3052000128.0,0.0223511790053779,0.0114693435536028,0.0185414220572459,0.0714703951154511,0.2739526236433656,1.6166070857142858,-0.1321525396346812,-0.1326252888683518,-0.1537211192383606,-0.2543740178103719,0.00860236426052,0.1429905295451514,0.0,1.112244944606414,8.28688524590164,0.4892271366226994,0.1547054322876817,Norway,NOK
AIA.NZ,Industrials,Airports & Air Services,13747500032.0,16293770240.0,699299968.0,410400000.0,-538825024.0,6.243,1695129603.0,2652600064.0,360600000.0,14062600000.0,757500032.0,473100000.0,0.02149,0.03979,0.48543,0.77123,0.932,0.25066,982200000.0,0.061,-0.138,,16293770240.0,10472800000.0,2292000064.0,0.042918241616251,0.0298527004215103,0.0,0.7617966885340975,0.053866285893078,-1.3129264717348927,0.4882879098263462,,0.3315272989050127,,0.0,0.1326009568144843,0.1404105262652131,3.2775635190648256,8.665283540802212,0.1783533094267466,0.0466614530964882,New Zealand,NZD
